# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MPPED1	ENSG00000186732	ENST00000414469	protein_coding	0	1	0	33	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	1	3
MPPED1	ENSG00000186732	ENST00000417669	protein_coding	0	2	0	32	0	0	1	0	0	0	0	29	0	0	0	0	0	0	0	2	2
MPPED1	ENSG00000186732	ENST00000439548	protein_coding	0	1	0	33	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	1	3
MPPED1	ENSG00000186732	ENST00000443721	protein_coding	0	2	0	32	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	2	3
MPPED1	ENSG00000186732	ENST00000447567	protein_coding	0	0	0	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3
MPPED1	ENSG00000186732	ENST00000465861	processed_transcript	0	0	0	6	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3
MPPED1	ENSG00000186732	ENST00000480239	processed_transcript	0	0	0	7	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3
MPPED1	ENSG00000186732	ENST00000538182	protein_coding	0	2	0	28	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	2	2
MPPED1	ENSG00000186732	ENST00000542779	protein_coding	0	2	0	29	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	2	3
MRPL40	ENSG00000185608	ENST00000333130	protein_coding	0	0	0	8	0	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	2
MRPL40	ENSG00000185608	ENST00000443660	processed_transcript	0	0	0	8	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	3
MRPL40	ENSG00000185608	ENST00000471259	processed_transcript	0	0	0	8	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	3
MTMR3	ENSG00000100330	ENST00000323630	protein_coding	0	0	0	48	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000333027	protein_coding	0	0	0	48	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000351488	protein_coding	0	0	0	48	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000401950	protein_coding	0	0	0	48	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000406629	protein_coding	0	0	0	20	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000415511	processed_transcript	0	0	0	37	0	0	0	0	0	2	0	34	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000445401	protein_coding	0	0	0	37	0	0	0	0	0	2	0	34	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000480776	retained_intron	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000487907	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
MTMR3	ENSG00000100330	ENST00000491251	retained_intron	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000492087	retained_intron	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
MTMR3	ENSG00000100330	ENST00000495098	processed_transcript	0	0	0	33	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	0	1
MTND1P13	ENSG00000232014	ENST00000421902	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MTND1P17	ENSG00000228122	ENST00000448961	processed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000216181	protein_coding	0	0	0	14	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	3
MYH9	ENSG00000100345	ENST00000463027	processed_transcript	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000472210	processed_transcript	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000473022	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MYH9	ENSG00000100345	ENST00000475726	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000477189	retained_intron	0	0	0	6	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000486218	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000335473	protein_coding	0	0	0	136	0	0	0	0	0	1	0	135	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000407587	protein_coding	0	0	0	136	0	0	0	0	0	1	0	135	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000418374	retained_intron	0	0	0	130	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000536101	protein_coding	0	0	0	135	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539302	nonsense_mediated_decay	0	0	0	134	0	0	0	0	0	1	0	133	0	0	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539544	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MYO18B	ENSG00000133454	ENST00000540454	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
MYO18B	ENSG00000133454	ENST00000543971	protein_coding	0	0	0	10	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	3
Metazoa_SRP	ENSG00000272019	ENST00000606537	misc_RNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NAGA	ENSG00000198951	ENST00000396398	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000402937	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000403363	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NBEAP3	ENSG00000223875	ENST00000420638	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000299821	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
NCAPH2	ENSG00000025770	ENST00000395698	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
NCAPH2	ENSG00000025770	ENST00000395701	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
NCAPH2	ENSG00000025770	ENST00000418794	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1
NCAPH2	ENSG00000025770	ENST00000420993	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
NCAPH2	ENSG00000025770	ENST00000518394	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	1
NCAPH2	ENSG00000025770	ENST00000520297	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NCAPH2	ENSG00000025770	ENST00000522048	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NCAPH2	ENSG00000025770	ENST00000522304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000523045	protein_coding	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1
NDUFA6	ENSG00000184983	ENST00000498737	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NDUFA6	ENSG00000184983	ENST00000602404	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000416037	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000439129	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000608491	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NEFH	ENSG00000100285	ENST00000310624	protein_coding	0	0	0	16	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000334961	protein_coding	0	0	0	13	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000338641	protein_coding	0	0	0	17	1	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000347330	protein_coding	0	0	0	17	1	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000353887	protein_coding	0	0	0	15	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361166	protein_coding	0	0	0	15	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361452	protein_coding	0	0	0	17	1	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000361676	protein_coding	0	0	0	15	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000397789	protein_coding	0	0	0	15	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000403435	protein_coding	0	0	0	13	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000403999	protein_coding	0	0	0	13	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	0	0	17	1	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000432151	nonsense_mediated_decay	0	0	0	15	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2
NFAM1	ENSG00000235568	ENST00000329021	protein_coding	0	2	0	41	1	0	0	0	0	17	0	21	0	0	0	0	0	0	0	2	2
NFAM1	ENSG00000235568	ENST00000355469	nonsense_mediated_decay	0	0	0	16	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000215956	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000355257	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000401959	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000402458	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000463675	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000469028	processed_transcript	0	0	0	5	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000488571	processed_transcript	0	0	0	5	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000216121	protein_coding	0	0	0	9	2	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000415100	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000437094	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000455496	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000496944	retained_intron	0	0	0	5	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000359114	protein_coding	0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000438329	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000455236	nonsense_mediated_decay	0	0	0	34	3	0	0	0	0	0	0	28	0	3	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000468597	retained_intron	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000474032	retained_intron	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000484650	retained_intron	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000493862	processed_transcript	0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000347635	protein_coding	0	0	0	36	7	0	1	0	0	9	0	16	0	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000396096	protein_coding	0	0	0	30	0	0	0	0	0	10	0	16	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000407019	protein_coding	0	0	0	30	0	0	1	0	0	10	0	16	0	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000417702	protein_coding	0	0	0	17	0	0	1	0	0	4	0	9	0	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000419387	nonsense_mediated_decay	0	0	0	18	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	7
NUP50	ENSG00000093000	ENST00000422489	protein_coding	0	0	0	27	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	0	7
NUP50	ENSG00000093000	ENST00000424634	protein_coding	0	0	0	17	0	0	1	0	0	4	0	9	0	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000425733	protein_coding	0	0	0	31	1	0	1	0	0	10	0	16	0	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000430547	protein_coding	0	0	0	18	0	0	1	0	0	1	0	13	0	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000432340	protein_coding	0	0	0	16	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000434760	nonsense_mediated_decay	0	0	0	18	0	0	1	0	0	0	0	13	0	1	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000445721	protein_coding	0	0	0	16	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000461194	processed_transcript	0	0	0	17	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000461437	processed_transcript	0	0	0	17	0	0	0	0	0	4	0	9	0	1	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000469163	retained_intron	0	0	0	17	0	0	0	0	0	12	0	1	0	3	0	0	0	0	0	0	1
NUP50	ENSG00000093000	ENST00000484186	processed_transcript	0	0	0	17	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000486184	processed_transcript	0	0	0	13	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	8
NUP50	ENSG00000093000	ENST00000491860	processed_transcript	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000493456	processed_transcript	0	0	0	30	0	0	0	0	0	10	0	16	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000497960	retained_intron	0	0	0	17	0	0	0	0	0	4	0	9	0	1	0	0	0	0	0	0	3
OR11H1	ENSG00000130538	ENST00000252835	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000382310	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000401475	protein_coding	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000424224	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000431368	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000433183	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000437268	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000438716	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000445781	protein_coding	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000452656	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000464341	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000477355	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496367	processed_transcript	0	0	0	17	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496575	processed_transcript	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000535268	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000336296	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000401443	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000402329	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000413302	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000422210	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000432930	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000442475	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000443995	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000452228	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000469722	retained_intron	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000487342	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P2RX6	ENSG00000099957	ENST00000591411	processed_transcript	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
P2RX6P	ENSG00000206145	ENST00000439119	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PABPC1P9	ENSG00000229658	ENST00000426076	unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	1
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	0	0	0	14	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	0	0	0	14	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000403744	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000407585	protein_coding	0	0	0	10	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000418133	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000422336	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000445706	nonsense_mediated_decay	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000453079	protein_coding	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000453643	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000507586	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PANX2	ENSG00000073150	ENST00000159647	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
PANX2	ENSG00000073150	ENST00000395842	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
PANX2	ENSG00000073150	ENST00000402472	nonsense_mediated_decay	0	0	0	8	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4
PARP4P3	ENSG00000249263	ENST00000510265	transcribed_unprocessed_pseudogene	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000338758	protein_coding	0	0	0	20	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3
PARVB	ENSG00000188677	ENST00000402876	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3
PARVB	ENSG00000188677	ENST00000404989	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000406477	protein_coding	0	0	0	22	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000444029	protein_coding	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2
PARVB	ENSG00000188677	ENST00000477438	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PARVB	ENSG00000188677	ENST00000477795	processed_transcript	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000484345	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000495824	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000356909	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000415224	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000422871	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000444313	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000468564	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000472551	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000475485	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PATZ1	ENSG00000100105	ENST00000215919	protein_coding	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
PATZ1	ENSG00000100105	ENST00000266269	protein_coding	0	1	0	6	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1
PATZ1	ENSG00000100105	ENST00000351933	protein_coding	0	1	0	6	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1
PATZ1	ENSG00000100105	ENST00000405309	protein_coding	0	1	0	6	0	1	2	0	0	2	0	1	0	0	0	0	0	0	0	0	1
PATZ1	ENSG00000100105	ENST00000465287	retained_intron	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
PATZ1	ENSG00000100105	ENST00000494109	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
PDGFB	ENSG00000100311	ENST00000331163	protein_coding	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2
PDGFB	ENSG00000100311	ENST00000381551	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
PDGFB	ENSG00000100311	ENST00000440375	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000455790	protein_coding	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2
