# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MICAL3	ENSG00000243156	ENST00000498573	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	2
MICAL3	ENSG00000243156	ENST00000577821	protein_coding	0	0	0	10	0	0	0	0	0	6	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000578905	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MICAL3	ENSG00000243156	ENST00000578984	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	2
MICAL3	ENSG00000243156	ENST00000579997	protein_coding	0	0	0	10	0	0	0	0	0	6	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000580469	processed_transcript	0	0	0	10	0	0	0	0	0	6	4	0	0	0	0	0	0	0
MICAL3	ENSG00000243156	ENST00000584751	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000215957	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000402631	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000424008	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MICALL1	ENSG00000100139	ENST00000454685	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MIOX	ENSG00000100253	ENST00000216075	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIOX	ENSG00000100253	ENST00000395732	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIOX	ENSG00000100253	ENST00000395733	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIOX	ENSG00000100253	ENST00000451761	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR1249	ENSG00000221598	ENST00000408671	miRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR1281	ENSG00000221160	ENST00000408233	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR130B	ENSG00000207751	ENST00000385018	miRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR185	ENSG00000208023	ENST00000385288	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR301B	ENSG00000212102	ENST00000390813	miRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR3619	ENSG00000266533	ENST00000579667	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4535	ENSG00000266887	ENST00000580946	miRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
MIR4761	ENSG00000265087	ENST00000585066	miRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
MIR4766	ENSG00000266594	ENST00000584704	miRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR648	ENSG00000207780	ENST00000385046	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MIR649	ENSG00000207575	ENST00000384843	miRNA	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	5
MIR650	ENSG00000207836	ENST00000385101	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MKL1	ENSG00000196588	ENST00000355630	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000396617	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000402042	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000422851	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MKL1	ENSG00000196588	ENST00000463769	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MKL1	ENSG00000196588	ENST00000466278	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000311597	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000395876	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000431262	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000442311	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000450140	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000535444	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MLC1	ENSG00000100427	ENST00000538737	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MN1	ENSG00000169184	ENST00000302326	protein_coding	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	3
MN1	ENSG00000169184	ENST00000424656	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MN1	ENSG00000169184	ENST00000497225	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000262794	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000354853	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MOV10L1	ENSG00000073146	ENST00000395843	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000395852	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MOV10L1	ENSG00000073146	ENST00000395854	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000395858	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000419054	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000434497	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	4	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000475190	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000540615	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MOV10L1	ENSG00000073146	ENST00000545383	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MPPED1	ENSG00000186732	ENST00000334209	protein_coding	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	1
MPPED1	ENSG00000186732	ENST00000414469	protein_coding	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	1
MPPED1	ENSG00000186732	ENST00000417669	protein_coding	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	1
MPPED1	ENSG00000186732	ENST00000439548	protein_coding	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	1
MPPED1	ENSG00000186732	ENST00000443721	protein_coding	0	0	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	1
MPPED1	ENSG00000186732	ENST00000447567	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MPPED1	ENSG00000186732	ENST00000465861	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MPPED1	ENSG00000186732	ENST00000480239	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MPPED1	ENSG00000186732	ENST00000538182	protein_coding	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	2
MPPED1	ENSG00000186732	ENST00000542779	protein_coding	0	0	0	9	0	0	0	0	0	0	7	0	0	0	0	0	0	2
MPST	ENSG00000128309	ENST00000341116	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000397129	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000397225	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000401419	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000404393	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000404802	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000429360	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MPST	ENSG00000128309	ENST00000485587	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MTFP1	ENSG00000242114	ENST00000266263	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTFP1	ENSG00000242114	ENST00000355143	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTFP1	ENSG00000242114	ENST00000407550	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTFP1	ENSG00000242114	ENST00000412752	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTFP1	ENSG00000242114	ENST00000489658	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000323630	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000333027	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000351488	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000401950	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000406629	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000415511	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000445401	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000480776	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MTMR3	ENSG00000100330	ENST00000487907	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MTMR3	ENSG00000100330	ENST00000495098	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000216181	protein_coding	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	3
MYH9	ENSG00000100345	ENST00000463027	processed_transcript	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000472210	processed_transcript	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0
MYH9	ENSG00000100345	ENST00000473022	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MYH9	ENSG00000100345	ENST00000477189	retained_intron	0	0	0	6	0	0	0	0	0	4	0	0	2	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000335473	protein_coding	0	0	0	49	0	0	0	0	0	0	49	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000407587	protein_coding	0	0	0	49	0	0	0	0	0	0	49	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000418374	retained_intron	0	0	0	45	0	0	0	0	0	0	45	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000536101	protein_coding	0	0	0	49	0	0	0	0	0	0	49	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539302	nonsense_mediated_decay	0	0	0	47	0	0	0	0	0	0	47	0	0	0	0	0	0	0
MYO18B	ENSG00000133454	ENST00000539544	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MYO18B	ENSG00000133454	ENST00000543971	protein_coding	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	3
Metazoa_SRP	ENSG00000272019	ENST00000606537	misc_RNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NAGA	ENSG00000198951	ENST00000396398	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000402937	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NAGA	ENSG00000198951	ENST00000403363	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCAPH2	ENSG00000025770	ENST00000299821	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000395698	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000395701	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000418794	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	2	2	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000420993	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000518394	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	2	2	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000520297	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000522048	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000522304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCAPH2	ENSG00000025770	ENST00000523045	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
NDUFA6	ENSG00000184983	ENST00000498737	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NDUFA6	ENSG00000184983	ENST00000602404	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000416037	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000439129	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NDUFA6-AS1	ENSG00000237037	ENST00000608491	antisense	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NEFH	ENSG00000100285	ENST00000310624	protein_coding	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000334961	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000338641	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000347330	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000353887	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000361166	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000361452	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000361676	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000397789	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000403435	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000403999	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NF2	ENSG00000186575	ENST00000432151	nonsense_mediated_decay	0	0	0	27	0	0	0	0	0	0	18	0	0	0	0	0	0	9
NFAM1	ENSG00000235568	ENST00000329021	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NFAM1	ENSG00000235568	ENST00000355469	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000215956	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000355257	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000401959	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000402458	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000463675	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000469028	processed_transcript	0	0	0	5	0	0	0	0	0	3	2	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000488571	processed_transcript	0	0	0	5	0	0	0	0	0	3	2	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000216121	protein_coding	0	1	0	27	2	0	0	0	0	0	17	0	0	0	0	0	1	8
NIPSNAP1	ENSG00000184117	ENST00000415100	protein_coding	0	1	0	24	0	0	0	0	0	1	16	0	0	0	0	0	1	7
NIPSNAP1	ENSG00000184117	ENST00000437094	protein_coding	0	1	0	25	0	0	0	0	0	1	16	0	0	0	0	0	1	8
NIPSNAP1	ENSG00000184117	ENST00000455496	nonsense_mediated_decay	0	0	0	25	0	0	0	0	0	2	16	0	0	0	0	0	0	7
NIPSNAP1	ENSG00000184117	ENST00000494966	processed_transcript	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	7
NIPSNAP1	ENSG00000184117	ENST00000496944	retained_intron	0	0	0	19	0	0	0	0	0	2	9	0	1	0	0	0	0	7
NUP50	ENSG00000093000	ENST00000347635	protein_coding	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000396096	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000407019	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000417702	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000419387	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
NUP50	ENSG00000093000	ENST00000422489	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
NUP50	ENSG00000093000	ENST00000424634	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000425733	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000430547	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000432340	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000434760	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000445721	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000461194	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000461437	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000469163	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NUP50	ENSG00000093000	ENST00000484186	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000486184	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2
NUP50	ENSG00000093000	ENST00000491860	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000493456	processed_transcript	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000497960	retained_intron	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000382310	protein_coding	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000401475	protein_coding	0	0	0	11	0	0	0	0	0	1	10	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000424224	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000431368	protein_coding	0	0	0	5	0	0	0	0	0	1	3	0	0	0	0	0	0	1
OSBP2	ENSG00000184792	ENST00000433183	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000437268	protein_coding	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000438716	protein_coding	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000445781	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	0	0	0	16	0	0	0	0	0	1	15	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000452656	protein_coding	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000453621	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OSBP2	ENSG00000184792	ENST00000454145	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OSBP2	ENSG00000184792	ENST00000464341	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000477355	processed_transcript	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496367	processed_transcript	0	0	0	7	0	0	0	0	0	1	6	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496575	processed_transcript	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000535268	protein_coding	0	0	0	5	0	0	0	0	0	1	3	0	0	0	0	0	0	1
OSM	ENSG00000099985	ENST00000215781	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OSM	ENSG00000099985	ENST00000403389	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OSM	ENSG00000099985	ENST00000403463	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000336296	protein_coding	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000401443	protein_coding	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000402329	protein_coding	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000413302	protein_coding	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000422210	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000432930	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000442475	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000443995	protein_coding	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000452228	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000469722	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000487342	retained_intron	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	1
P2RX6	ENSG00000099957	ENST00000591411	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P2RX6P	ENSG00000206145	ENST00000382931	transcribed_unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	6	1	0	0	0	0	0	0	1
P2RX6P	ENSG00000206145	ENST00000439119	processed_transcript	0	0	0	12	0	0	0	0	0	2	9	0	1	0	0	0	0	0
P2RX6P	ENSG00000206145	ENST00000450626	transcribed_unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	6	1	0	1	0	0	0	0	0
PABPC1P9	ENSG00000229658	ENST00000426076	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	0	0	0	12	0	0	0	0	0	2	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	0	0	0	12	0	0	0	0	0	2	10	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	2
