# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EP300	ENSG00000100393	ENST00000263253	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM109B	ENSG00000177096	ENST00000321753	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
FAM109B	ENSG00000177096	ENST00000419475	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000336769	protein_coding	0	0	0	40	0	0	2	38	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000358295	protein_coding	0	0	0	24	0	0	0	24	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000402357	protein_coding	0	0	0	26	0	0	0	26	0	0	0	0	0	0	0
FAM19A5	ENSG00000219438	ENST00000406880	protein_coding	0	0	0	14	0	0	0	12	0	0	0	0	0	0	2
FAM19A5	ENSG00000219438	ENST00000473898	processed_transcript	0	0	0	24	0	0	0	24	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000355830	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000406767	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000535113	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000540952	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000541689	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM227A	ENSG00000184949	ENST00000544346	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM230C	ENSG00000206142	ENST00000411581	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000416405	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000416615	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000431488	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000447720	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000451574	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000452952	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM230C	ENSG00000206142	ENST00000453273	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
FAM83F	ENSG00000133477	ENST00000333407	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FAM83F	ENSG00000133477	ENST00000488874	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000327858	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FBLN1	ENSG00000077942	ENST00000348697	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
FLJ27365	ENSG00000197182	ENST00000381051	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GAB4	ENSG00000215568	ENST00000400588	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GAB4	ENSG00000215568	ENST00000465611	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GAB4	ENSG00000215568	ENST00000523144	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GAPDHP37	ENSG00000231907	ENST00000442317	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GATSL3	ENSG00000239282	ENST00000404953	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000407689	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000415484	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000421236	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000425691	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000440704	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000440839	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000459785	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000463795	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000464854	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000471480	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000492159	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000497605	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GATSL3	ENSG00000239282	ENST00000498572	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000325180	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000337437	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000343632	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000381756	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000406772	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGA1	ENSG00000100083	ENST00000460957	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000248923	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400380	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400382	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000400383	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000406383	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000412658	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000419133	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000425895	nonsense_mediated_decay	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000466310	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
GGT1	ENSG00000100031	ENST00000474191	processed_transcript	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000487766	retained_intron	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000361034	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000406902	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000431155	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAMD4	ENSG00000075240	ENST00000447351	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000344138	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000399090	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000407075	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000460449	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GRAP2	ENSG00000100351	ENST00000478445	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000481263	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000540310	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000543252	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GRAP2	ENSG00000100351	ENST00000544756	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000398245	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000402766	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000404664	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000407471	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000407973	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000435822	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000447813	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000468170	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000480272	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000490810	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000490922	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
GUCD1	ENSG00000138867	ENST00000493099	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
GUSBP11	ENSG00000228315	ENST00000422506	processed_transcript	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000445682	processed_transcript	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000451837	processed_transcript	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000452737	processed_transcript	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000455485	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
GUSBP11	ENSG00000228315	ENST00000608454	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000216106	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
HMGXB4	ENSG00000100281	ENST00000418170	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
HORMAD2	ENSG00000176635	ENST00000336726	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
HORMAD2	ENSG00000176635	ENST00000403975	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000340630	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000415653	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000417951	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000430701	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000433985	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000440696	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000453009	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000465023	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000471809	retained_intron	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000474616	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IFT27	ENSG00000100360	ENST00000476548	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000495555	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
IFT27	ENSG00000100360	ENST00000495987	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLC1	ENSG00000211675	ENST00000390321	IG_C_gene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLC2	ENSG00000211677	ENST00000390323	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLJ1	ENSG00000211674	ENST00000390320	IG_J_gene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLJ2	ENSG00000211676	ENST00000390322	IG_J_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLL3P	ENSG00000206066	ENST00000412472	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLL5	ENSG00000254709	ENST00000526893	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
IGLL5	ENSG00000254709	ENST00000531372	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
IGLL5	ENSG00000254709	ENST00000532223	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
IGLV1-36	ENSG00000211655	ENST00000390301	IG_V_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLV10-54	ENSG00000211642	ENST00000390287	IG_V_gene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLV10-67	ENSG00000253794	ENST00000519446	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLV11-55	ENSG00000211641	ENST00000390286	IG_V_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLV2-14	ENSG00000211666	ENST00000390312	IG_V_gene	0	1	2	0	0	0	0	0	2	0	0	0	0	1	0
IGLV2-28	ENSG00000253451	ENST00000520681	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLV2-33	ENSG00000211656	ENST00000390302	IG_V_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLV2-34	ENSG00000253120	ENST00000490007	IG_V_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLV2-8	ENSG00000211671	ENST00000390317	IG_V_gene	0	0	0	4	0	2	0	0	0	0	0	0	0	0	2
IGLV3-1	ENSG00000211673	ENST00000390319	IG_V_gene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLV3-12	ENSG00000211667	ENST00000390313	IG_V_gene	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
IGLV3-13	ENSG00000253590	ENST00000518475	IG_V_pseudogene	0	0	0	5	0	0	2	0	0	0	0	0	0	0	3
IGLV3-15	ENSG00000253786	ENST00000518356	IG_V_pseudogene	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
IGLV3-21	ENSG00000211662	ENST00000390308	IG_V_gene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLV3-27	ENSG00000211658	ENST00000390304	IG_V_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLV3-29	ENSG00000253338	ENST00000520084	IG_V_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLV3-9	ENSG00000211670	ENST00000390316	IG_V_gene	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
IGLV5-37	ENSG00000211654	ENST00000390300	IG_V_gene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLV6-57	ENSG00000211640	ENST00000390285	IG_V_gene	0	0	2	2	0	0	2	0	2	0	0	0	0	0	0
IGLV7-43	ENSG00000211652	ENST00000390298	IG_V_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLVI-20	ENSG00000254240	ENST00000519296	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLVI-38	ENSG00000253889	ENST00000519982	IG_V_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLVI-42	ENSG00000254175	ENST00000522485	IG_V_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IGLVI-56	ENSG00000253126	ENST00000521342	IG_V_pseudogene	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
IGLVIV-53	ENSG00000253935	ENST00000520107	IG_V_pseudogene	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
IGLVIV-66-1	ENSG00000253874	ENST00000521832	IG_V_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLVIVOR22-2	ENSG00000243519	ENST00000430579	IG_V_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IGLVV-66	ENSG00000254075	ENST00000523818	IG_V_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IL17RA	ENSG00000177663	ENST00000319363	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IL17RA	ENSG00000177663	ENST00000459971	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IL17RA	ENSG00000177663	ENST00000477874	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
IL17REL	ENSG00000188263	ENST00000341280	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
IL17REL	ENSG00000188263	ENST00000389983	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	2
IL2RB	ENSG00000100385	ENST00000216223	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000429622	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000440958	nonsense_mediated_decay	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000445595	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000453962	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000461607	retained_intron	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000483573	retained_intron	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
KB-1269D1.8	ENSG00000248409	ENST00000512987	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
KB-1440D3.14	ENSG00000273342	ENST00000609038	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
KB-1572G7.2	ENSG00000273000	ENST00000421064	processed_transcript	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
KB-1572G7.2	ENSG00000273000	ENST00000423913	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
KB-1572G7.2	ENSG00000273000	ENST00000434893	processed_transcript	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000251993	protein_coding	0	0	0	7	0	0	2	2	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000336156	protein_coding	0	0	0	14	4	0	0	10	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000391627	protein_coding	0	0	0	7	0	0	2	5	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000414854	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000417906	nonsense_mediated_decay	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000423262	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
KIAA0930	ENSG00000100364	ENST00000424508	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000440039	nonsense_mediated_decay	0	0	0	5	0	0	0	2	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000443310	protein_coding	0	0	0	7	0	0	2	2	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000474515	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000483374	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000486640	processed_transcript	0	0	0	10	0	0	0	8	0	0	0	0	0	0	2
KIAA0930	ENSG00000100364	ENST00000488038	retained_intron	0	0	0	7	0	0	2	2	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000492273	protein_coding	0	0	0	5	0	0	2	0	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000493003	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
KIAA0930	ENSG00000100364	ENST00000496226	protein_coding	0	0	0	5	0	0	2	0	0	0	0	0	0	0	3
KIAA0930	ENSG00000100364	ENST00000498418	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
KIAA1644	ENSG00000138944	ENST00000381176	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
KIAA1671	ENSG00000197077	ENST00000358431	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0
KIAA1671	ENSG00000197077	ENST00000401395	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0
KIAA1671	ENSG00000197077	ENST00000406486	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0
KIAA1671	ENSG00000197077	ENST00000494730	retained_intron	0	0	0	9	0	0	4	5	0	0	0	0	0	0	0
KREMEN1	ENSG00000183762	ENST00000327813	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
KREMEN1	ENSG00000183762	ENST00000400335	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
KREMEN1	ENSG00000183762	ENST00000400338	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
KREMEN1	ENSG00000183762	ENST00000407188	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
L3MBTL2	ENSG00000100395	ENST00000216237	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
L3MBTL2	ENSG00000100395	ENST00000452106	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
L3MBTL2	ENSG00000100395	ENST00000453659	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
L3MBTL2	ENSG00000100395	ENST00000466589	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
L3MBTL2	ENSG00000100395	ENST00000479978	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
L3MBTL2	ENSG00000100395	ENST00000481902	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
L3MBTL2	ENSG00000100395	ENST00000489136	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LA16c-4G1.3	ENSG00000233866	ENST00000424770	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000337431	protein_coding	0	0	0	22	0	0	0	20	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000354992	protein_coding	0	0	0	22	0	0	0	20	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000397394	protein_coding	0	0	0	22	0	0	0	20	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000402320	protein_coding	0	0	0	22	0	0	0	20	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000413114	protein_coding	0	0	0	14	0	0	0	12	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000421768	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000423375	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000430220	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000432776	protein_coding	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000434071	protein_coding	0	0	0	10	0	0	0	8	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000437602	protein_coding	0	0	0	22	0	0	0	20	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000452586	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000494763	processed_transcript	0	0	0	14	0	0	0	12	0	0	0	0	0	0	2
LARGE	ENSG00000133424	ENST00000608642	protein_coding	0	0	0	8	0	0	2	6	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000609799	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
LARGE	ENSG00000133424	ENST00000610186	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
LGALS2	ENSG00000100079	ENST00000215886	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
LGALS2	ENSG00000100079	ENST00000416480	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
LIMK2	ENSG00000182541	ENST00000331728	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LIMK2	ENSG00000182541	ENST00000406516	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LIMK2	ENSG00000182541	ENST00000444929	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LIMK2	ENSG00000182541	ENST00000462625	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LINC00229	ENSG00000234300	ENST00000443783	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LINC00898	ENSG00000205634	ENST00000380990	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LINC00898	ENSG00000205634	ENST00000609786	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LINC00898	ENSG00000205634	ENST00000610069	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
LL22NC03-121E8.3	ENSG00000229275	ENST00000446364	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
LL22NC03-121E8.4	ENSG00000238192	ENST00000414483	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LL22NC03-123E1.5	ENSG00000234726	ENST00000432623	processed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
