# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NF2	ENSG00000186575	ENST00000397789	protein_coding	0	0	0	21	0	0	0	0	0	1	18	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000403435	protein_coding	0	0	0	19	0	0	0	0	0	2	15	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000403999	protein_coding	0	0	0	19	0	0	0	0	0	2	15	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	0	0	23	1	0	0	0	0	2	18	0	0	0	0	0	0	0	2
NF2	ENSG00000186575	ENST00000432151	nonsense_mediated_decay	0	0	0	21	0	0	0	0	0	1	18	0	0	0	0	0	0	0	2
NFAM1	ENSG00000235568	ENST00000329021	protein_coding	0	2	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	2	2
NFAM1	ENSG00000235568	ENST00000355469	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000215956	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NHP2L1	ENSG00000100138	ENST00000355257	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000401959	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000402458	protein_coding	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
NHP2L1	ENSG00000100138	ENST00000463675	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000469028	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000469522	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NHP2L1	ENSG00000100138	ENST00000488571	processed_transcript	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000216121	protein_coding	0	0	0	10	2	0	0	0	0	2	6	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000415100	protein_coding	0	0	0	6	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000437094	protein_coding	0	0	0	6	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000455496	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0
NIPSNAP1	ENSG00000184117	ENST00000496944	retained_intron	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
NOL12	ENSG00000100101	ENST00000455236	nonsense_mediated_decay	0	0	0	6	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0
NUP50	ENSG00000093000	ENST00000347635	protein_coding	0	0	0	36	7	0	1	0	0	9	16	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000396096	protein_coding	0	0	0	30	0	0	0	0	0	10	16	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000407019	protein_coding	0	0	0	30	0	0	1	0	0	10	16	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000417702	protein_coding	0	0	0	17	0	0	1	0	0	4	9	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000419387	nonsense_mediated_decay	0	0	0	18	0	0	0	0	0	2	9	0	0	0	0	0	0	0	7
NUP50	ENSG00000093000	ENST00000422489	protein_coding	0	0	0	27	0	0	0	0	0	10	10	0	0	0	0	0	0	0	7
NUP50	ENSG00000093000	ENST00000424634	protein_coding	0	0	0	17	0	0	1	0	0	4	9	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000425733	protein_coding	0	0	0	31	1	0	1	0	0	10	16	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000430547	protein_coding	0	0	0	18	0	0	1	0	0	1	13	0	0	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000432340	protein_coding	0	0	0	16	0	0	0	0	0	8	4	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000434760	nonsense_mediated_decay	0	0	0	18	0	0	1	0	0	0	13	0	1	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000445721	protein_coding	0	0	0	16	0	0	0	0	0	8	4	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000461194	processed_transcript	0	0	0	17	0	0	0	0	0	4	9	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000461437	processed_transcript	0	0	0	17	0	0	0	0	0	4	9	0	1	0	0	0	0	0	3
NUP50	ENSG00000093000	ENST00000469163	retained_intron	0	0	0	17	0	0	0	0	0	12	1	0	3	0	0	0	0	0	1
NUP50	ENSG00000093000	ENST00000484186	processed_transcript	0	0	0	17	0	0	0	0	0	4	9	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000486184	processed_transcript	0	0	0	13	0	0	0	0	0	1	4	0	0	0	0	0	0	0	8
NUP50	ENSG00000093000	ENST00000491860	processed_transcript	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000493456	processed_transcript	0	0	0	30	0	0	0	0	0	10	16	0	0	0	0	0	0	0	4
NUP50	ENSG00000093000	ENST00000497960	retained_intron	0	0	0	17	0	0	0	0	0	4	9	0	1	0	0	0	0	0	3
OSBP2	ENSG00000184792	ENST00000332585	protein_coding	0	0	0	38	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2
OSBP2	ENSG00000184792	ENST00000382310	protein_coding	0	0	0	38	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2
OSBP2	ENSG00000184792	ENST00000401475	protein_coding	0	0	0	32	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000403222	protein_coding	0	0	0	38	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000407373	protein_coding	0	0	0	38	0	0	2	0	0	0	36	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000424224	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000431368	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000433183	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000437268	protein_coding	0	0	0	15	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000438716	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000445781	protein_coding	0	0	0	29	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000446658	protein_coding	0	0	0	38	0	0	0	0	0	0	36	0	0	0	0	0	0	0	2
OSBP2	ENSG00000184792	ENST00000452656	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000464341	processed_transcript	0	0	0	23	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000477355	processed_transcript	0	0	0	29	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496367	processed_transcript	0	0	0	29	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000496575	processed_transcript	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OSBP2	ENSG00000184792	ENST00000535268	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
P2RX6	ENSG00000099957	ENST00000336296	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000401443	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000402329	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000413302	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000422210	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000432930	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000442475	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000443995	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000452228	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000469722	retained_intron	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
P2RX6	ENSG00000099957	ENST00000487342	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
P2RX6	ENSG00000099957	ENST00000591411	processed_transcript	0	0	0	5	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2
P2RX6P	ENSG00000206145	ENST00000439119	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PABPC1P9	ENSG00000229658	ENST00000426076	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000263246	protein_coding	0	0	0	33	0	0	0	0	0	2	27	0	0	0	0	0	0	0	4
PACSIN2	ENSG00000100266	ENST00000337959	protein_coding	0	0	0	33	0	0	0	0	0	2	27	0	0	0	0	0	0	0	4
PACSIN2	ENSG00000100266	ENST00000402229	protein_coding	0	0	0	15	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000403744	protein_coding	0	0	0	13	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1
PACSIN2	ENSG00000100266	ENST00000407585	protein_coding	0	0	0	17	0	0	0	0	0	2	13	0	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000418133	protein_coding	0	0	0	13	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1
PACSIN2	ENSG00000100266	ENST00000422336	protein_coding	0	0	0	23	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
PACSIN2	ENSG00000100266	ENST00000445706	nonsense_mediated_decay	0	0	0	31	0	0	0	0	0	0	27	0	0	0	0	0	0	0	4
PACSIN2	ENSG00000100266	ENST00000453079	protein_coding	0	0	0	15	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2
PACSIN2	ENSG00000100266	ENST00000453643	protein_coding	0	0	0	31	0	0	1	0	0	0	26	0	0	0	0	0	0	0	4
PACSIN2	ENSG00000100266	ENST00000507586	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
PANX2	ENSG00000073150	ENST00000159647	protein_coding	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
PANX2	ENSG00000073150	ENST00000395842	protein_coding	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
PANX2	ENSG00000073150	ENST00000402472	nonsense_mediated_decay	0	0	0	5	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0
PARP4P3	ENSG00000249263	ENST00000510265	transcribed_unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000338758	protein_coding	0	0	0	28	0	0	0	0	0	0	26	0	0	0	0	0	0	0	2
PARVB	ENSG00000188677	ENST00000402876	processed_transcript	0	0	0	23	0	0	0	0	0	0	21	0	0	0	0	0	0	0	2
PARVB	ENSG00000188677	ENST00000404989	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000406477	protein_coding	0	0	0	32	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000444029	protein_coding	0	0	0	22	0	0	0	0	0	1	16	0	0	0	0	0	0	0	5
PARVB	ENSG00000188677	ENST00000477795	processed_transcript	0	0	0	7	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0
PARVB	ENSG00000188677	ENST00000495824	processed_transcript	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
PARVG	ENSG00000138964	ENST00000356909	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000415224	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000422871	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000444313	protein_coding	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000468564	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000472551	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
PARVG	ENSG00000138964	ENST00000475485	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000331163	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000381551	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2
PDGFB	ENSG00000100311	ENST00000440375	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PDGFB	ENSG00000100311	ENST00000455790	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000335214	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000354694	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000402281	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000402284	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000405677	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000406208	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000433575	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000466614	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000467368	processed_transcript	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000492986	processed_transcript	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000329627	protein_coding	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1
PEX26	ENSG00000215193	ENST00000399744	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PEX26	ENSG00000215193	ENST00000428061	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PEX26	ENSG00000215193	ENST00000474897	nonsense_mediated_decay	0	0	0	10	0	0	0	0	0	1	8	0	0	0	0	0	0	0	1
PHF21B	ENSG00000056487	ENST00000313237	protein_coding	0	0	0	33	2	0	0	0	0	1	30	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000396103	protein_coding	0	0	0	33	2	0	0	0	0	1	30	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000403565	protein_coding	0	0	0	33	2	0	0	0	0	1	30	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000404079	protein_coding	0	0	0	32	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000414269	protein_coding	0	0	0	29	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000420689	protein_coding	0	0	0	23	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000447824	protein_coding	0	0	0	30	0	0	0	0	0	1	29	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000460507	processed_transcript	0	0	0	17	0	0	0	0	0	0	15	0	1	0	0	0	0	0	1
PHF21B	ENSG00000056487	ENST00000462631	processed_transcript	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000474327	processed_transcript	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000490679	processed_transcript	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000491522	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PHF21B	ENSG00000056487	ENST00000495348	processed_transcript	0	0	0	5	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
PHF5A	ENSG00000100410	ENST00000216252	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PHF5A	ENSG00000100410	ENST00000459687	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PHF5A	ENSG00000100410	ENST00000491254	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PI4KA	ENSG00000241973	ENST00000255882	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000414196	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PI4KA	ENSG00000241973	ENST00000449120	protein_coding	0	0	0	9	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000462210	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PI4KA	ENSG00000241973	ENST00000466162	processed_transcript	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000475414	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000477245	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PI4KA	ENSG00000241973	ENST00000477368	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PI4KA	ENSG00000241973	ENST00000484220	retained_intron	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
PI4KA	ENSG00000241973	ENST00000485950	retained_intron	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000485963	retained_intron	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000490873	processed_transcript	0	0	0	4	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000494113	retained_intron	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000572273	protein_coding	0	0	0	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000400467	transcribed_unprocessed_pseudogene	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000416922	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000430523	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000437178	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000438765	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000452110	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000452435	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000455715	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000544467	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000360806	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000450651	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000462560	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000463608	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000470274	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000477296	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000486209	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000494740	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000546263	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PIK3IP1	ENSG00000100100	ENST00000215912	protein_coding	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000402249	protein_coding	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000441972	protein_coding	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000443175	protein_coding	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000480654	retained_intron	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000487265	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000493034	retained_intron	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
PIM3	ENSG00000198355	ENST00000360612	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIM3	ENSG00000198355	ENST00000467480	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000266095	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
PISD	ENSG00000241878	ENST00000336566	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000382151	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PISD	ENSG00000241878	ENST00000397500	protein_coding	0	1	0	5	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2
PISD	ENSG00000241878	ENST00000422020	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3
PISD	ENSG00000241878	ENST00000429683	protein_coding	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000431201	protein_coding	0	0	0	5	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000435900	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000437808	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000439502	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000442379	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PISD	ENSG00000241878	ENST00000460723	retained_intron	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000473770	retained_intron	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2
PISD	ENSG00000241878	ENST00000474017	retained_intron	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
PISD	ENSG00000241878	ENST00000478893	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000479851	processed_transcript	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3
PISD	ENSG00000241878	ENST00000486675	processed_transcript	0	0	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3
PISD	ENSG00000241878	ENST00000491342	processed_transcript	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
PITPNB	ENSG00000180957	ENST00000320996	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PITPNB	ENSG00000180957	ENST00000335272	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PITPNB	ENSG00000180957	ENST00000415296	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PITPNB	ENSG00000180957	ENST00000436663	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PITPNB	ENSG00000180957	ENST00000455418	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PITPNB	ENSG00000180957	ENST00000460566	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
